s,ch1,ch2,ch3,ch4
0.0,43.74301263,161.77007043,-30.27395583,-276.33036449
0.008390804597701149,39.74209541,133.76364994,-11.26959907,-55.27968842
0.016781609195402298,24.73865586,123.7613569,15.73659213,-95.28886056
0.02517241379310345,8.734987,123.7613569,43.74301263,-96.28908986
0.033563218390804596,-12.26982837,124.76158621,68.74874521,-109.29207081
0.04195402298850574,-33.27464374,120.76066899,86.75287267,-102.29046568
0.0503448275862069,-55.27968842,116.75975178,104.75700014,-94.28863125
0.058735632183908044,-73.28381588,107.75768805,113.75906387,-72.28358658
0.06712643678160919,-81.28565031,91.75401919,111.75860526,-22.2721214
0.07551724137931035,-78.2849624,64.747828,100.75608292,-0.26707673
0.08390804597701149,-65.28198145,35.7411782,83.75218476,19.73750934
0.09229885057471264,-46.27762469,1.73338188,55.74576427,61.74714009
0.1006896551724138,-22.2721214,-27.27326792,26.73911447,81.75172616
0.10908045977011493,4.73406979,-53.27922981,-5.26822324,87.75310198
0.11747126436781609,35.7411782,-69.28289867,-32.27441444,87.75310198
0.12586206896551724,60.74691078,-70.28312797,-51.2787712,78.75103825
0.13425287356321838,74.75012103,-64.28175215,-62.28129354,70.74920382
0.14264367816091952,81.75172616,-51.2787712,-61.28106424,34.74094889
0.1510344827586207,79.75126755,-29.27372653,-56.27991772,13.73613352
0.15942528735632183,69.74897452,-2.26753533,-41.27647817,-5.26822324
0.16781609195402297,51.74484705,21.73796795,-21.2718921,-42.27670747
0.17620689655172414,36.7414075,42.74278332,3.73384049,-33.27464374
0.18459770114942528,9.73521631,60.74691078,23.73842656,-55.27968842
0.19298850574712642,-13.27005767,69.74897452,45.74347123,-50.2785419
0.2013793103448276,-29.27372653,73.74989173,58.74645218,-49.2783126
0.20977011494252873,-40.27624887,67.74851591,65.7480573,-20.2716628
0.21816091954022987,-44.27716608,51.74484705,62.74736939,-9.26914046
0.226551724137931,-44.27716608,35.7411782,57.74622287,4.73406979
0.23494252873563218,-32.27441444,15.73659213,46.74370054,20.73773865
0.24333333333333332,-20.2716628,-0.26707673,32.74049029,25.73888516
0.2517241379310345,-8.26891116,-14.27028698,15.73659213,38.74186611
0.2601149425287356,11.73567491,-27.27326792,0.73315258,38.74186611
0.26850574712643677,22.73819725,-30.27395583,-13.27005767,49.74438845
0.2768965517241379,28.73957307,-34.27487305,-23.27235071,36.7414075
0.28528735632183905,36.7414075,-26.27303862,-24.27258001,30.74003168
0.2936781609195402,40.74232471,-19.27143349,-25.27280931,17.73705073
0.3020689655172414,36.7414075,-8.26891116,-22.2721214,7.7347577
0.3104597701149425,31.74026098,1.73338188,-16.27074558,0.73315258
0.31885057471264366,24.73865586,13.73613352,-7.26868185,-4.26799394
0.3272413793103448,17.73705073,23.73842656,1.73338188,-7.26868185
0.33563218390804594,12.73590422,27.73934377,9.73521631,-12.26982837
0.3440229885057471,4.73406979,28.73957307,13.73613352,-14.27028698
0.3524137931034483,-1.26730603,29.73980238,18.73728004,-14.27028698
0.3608045977011494,-3.26776464,28.73957307,22.73819725,-7.26868185
0.36919540229885056,-2.26753533,25.73888516,23.73842656,-5.26822324
0.3775862068965517,-6.26845255,19.73750934,22.73819725,-1.26730603
0.38597701149425284,-4.26799394,16.73682143,22.73819725,2.73361118
0.394367816091954,-4.26799394,11.73567491,19.73750934,7.7347577
0.4027586206896552,-6.26845255,8.734987,20.73773865,10.73544561
0.4111494252873563,-4.26799394,7.7347577,20.73773865,12.73590422
0.41954022988505746,-4.26799394,2.73361118,18.73728004,9.73521631
0.4279310344827586,-1.26730603,2.73361118,16.73682143,19.73750934
0.43632183908045974,0.73315258,-1.26730603,11.73567491,17.73705073
0.4447126436781609,0.73315258,-3.26776464,6.7345284,32.74049029
0.453103448275862,5.73429909,-5.26822324,4.73406979,35.7411782
0.4614942528735632,12.73590422,-7.26868185,-2.26753533,31.240146335
0.46988505747126436,18.73728004,-10.26936976,-8.26891116,26.73911447
0.4782758620689655,25.73888516,-9.26914046,-13.27005767,25.73888516
0.48666666666666664,26.73911447,-8.26891116,-17.27097489,17.73705073
0.4950574712643678,29.73980238,-7.26868185,-20.2716628,9.73521631
0.503448275862069,33.74071959,-0.26707673,-18.27120419,2.73361118
0.5118390804597701,27.73934377,6.7345284,-15.27051628,-2.26753533
0.5202298850574713,23.73842656,14.73636282,-6.26845255,-10.26936976
0.5286206896551724,15.73659213,22.73819725,4.73406979,-17.27097489
0.5370114942528735,2.73361118,31.74026098,16.73682143,-30.27395583
0.5454022988505747,-8.26891116,36.7414075,30.74003168,-22.2721214
0.5537931034482758,-16.27074558,40.74232471,41.74255402,-24.27258001
0.562183908045977,-31.27418514,37.7416368,48.74415914,-20.2716628
0.5705747126436781,-37.27556096,31.74026098,52.74507636,-7.26868185
0.5789655172413792,-39.27601956,22.73819725,49.74438845,8.734987
0.5873563218390804,-34.27487305,9.73521631,44.74324193,22.73819725
0.5957471264367816,-22.2721214,-5.26822324,30.74003168,32.74049029
0.6041379310344828,-10.26936976,-20.2716628,16.73682143,46.74370054
0.6125287356321839,8.734987,-33.27464374,-6.26845255,57.74622287
0.620919540229885,29.73980238,-41.27647817,-28.27349722,54.74553496
0.6293103448275862,43.74301263,-44.27716608,-47.27785399,51.74484705
0.6377011494252873,62.74736939,-37.27556096,-59.28060563,37.7416368
0.6460919540229885,70.74920382,-33.27464374,-62.28129354,20.73773865
0.6544827586206896,66.74828661,-17.27097489,-61.28106424,4.73406979
0.6628735632183907,59.74668148,3.73384049,-47.27785399,-11.26959907
0.6712643678160919,46.74370054,23.73842656,-27.27326792,-26.27303862
0.679655172413793,25.73888516,41.74255402,-0.26707673,-40.27624887
0.6880459770114942,-4.26799394,61.74714009,28.73957307,-57.28014703
0.6964367816091953,-24.27258001,69.74897452,56.74599357,-52.27900051
0.7048275862068966,-49.2783126,73.74989173,78.75103825,-57.28014703
0.7132183908045977,-67.28244006,69.74897452,94.7547071,-50.2785419
0.7216091954022988,-81.28565031,48.74415914,97.75539501,-8.26891116
0.73,-78.2849624,26.73911447,89.75356058,5.73429909
0.7383908045977011,-66.28221076,-1.26730603,70.74920382,27.73934377
0.7467816091954023,-46.27762469,-29.27372653,40.74232471,62.74736939
0.7551724137931034,-10.26936976,-51.2787712,5.73429909,83.75218476
0.7635632183908045,23.73842656,-70.28312797,-29.27372653,91.75401919
0.7719540229885057,58.74645218,-79.2851917,-65.28198145,95.75493641
0.7803448275862068,86.75287267,-78.2849624,-90.28771404,84.75241407
0.788735632183908,107.75768805,-68.28266936,-108.2918415,67.74851591
0.7971264367816091,113.75906387,-45.27739538,-109.29207081,21.73796795
0.8055172413793104,107.75768805,-14.27028698,-95.28886056,-1.26730603
0.8139080459770115,89.75356058,17.73705073,-68.28266936,-35.27510235
0.8222988505747126,60.74691078,49.74438845,-32.27441444,-78.2849624
0.8306896551724138,17.73705073,82.75195546,11.73567491,-91.28794334
0.8390804597701149,-20.2716628,100.75608292,57.74622287,-105.29115359
0.8474712643678161,-60.28083494,105.75722944,94.7547071,-96.28908986
0.8558620689655172,-92.28817265,106.75745874,123.7613569,-84.28633822
0.8642528735632183,-108.2918415,87.75310198,137.76456715,-57.28014703
0.8726436781609195,-118.29413454,62.74736939,130.76296203,-7.26868185
0.8810344827586206,-106.2913829,20.73773865,114.75929317,18.73728004
0.8894252873563218,-84.28633822,-19.27143349,79.75126755,80.75149685
0.8978160919540229,-40.27624887,-58.28037633,34.74094889,97.75539501
0.906206896551724,-1.26730603,-86.28679683,-16.27074558,119.76043969
0.9145977011494253,48.74415914,-110.29230011,-63.28152285,129.76273272
0.9229885057471264,92.7542485,-114.29321732,-105.29115359,121.7608983
0.9313793103448276,128.76250342,-104.29092429,-133.29757409,89.75356058
0.9397701149425287,142.76571367,-81.28565031,-144.30009643,58.74645218
0.9481609195402299,144.76617228,-40.27624887,-137.2984913,7.7347577
0.956551724137931,129.76273272,0.73315258,-110.29230011,-28.27349722
0.9649425287356321,95.75493641,46.74370054,-66.28221076,-78.2849624
0.9733333333333333,47.74392984,86.75287267,-10.26936976,-102.29046568
0.9817241379310344,-4.26799394,121.7608983,44.74324193,-122.29505175
0.9901149425287356,-58.28037633,135.76410854,96.75516571,-121.29482245
0.9985057471264367,-109.29207081,140.76525506,142.76571367,-109.29207081
1.006896551724138,-143.29986712,120.76066899,168.77167556,-88.28725543
1.015287356321839,-162.30422389,87.75310198,176.77350999,-31.27418514
1.0236781609195402,-155.30261877,42.74278332,164.77075835,3.73384049
1.0320689655172413,-131.29711548,-3.26776464,128.76250342,69.74897452
1.0404597701149425,-91.28794334,-59.28060563,71.74943312,102.75654153
1.0488505747126435,-28.27349722,-101.29023638,9.73521631,153.76823601
1.0572413793103448,30.74003168,-132.29734479,-55.27968842,159.76961183
1.0656321839080458,95.75493641,-147.30078434,-113.29298802,162.77029974
1.074022988505747,143.76594297,-140.29917921,-157.30307737,132.76342063
1.0824137931034483,178.77396859,-114.29321732,-183.30903926,98.75562432
1.0908045977011493,192.77717884,-74.28404518,-185.30949787,45.74347123
1.0991954022988506,181.7746565,-14.27028698,-162.30422389,-13.27005767
1.1075862068965516,146.76663088,32.74049029,-120.29459314,-79.2851917
1.1159770114942529,90.75378989,93.7544778,-55.27968842,-123.29528105
1.124367816091954,24.73865586,135.76410854,17.73705073,-170.30605832
1.1327586206896552,-45.27739538,167.77144626,87.75310198,-180.30835135
1.1411494252873562,-108.2918415,172.77259277,150.7675481,-182.30880996
1.1495402298850574,-166.3051411,162.77029974,194.77763745,-141.29940852
1.1579310344827585,-198.31247882,127.76227412,217.78291143,-93.28840195
1.1663218390804597,-204.31385464,77.75080894,214.78222352,-12.26982837
1.1747126436781608,-183.30903926,13.73613352,181.7746565,48.74415914
1.183103448275862,-137.2984913,-50.2785419,124.76158621,116.75975178
1.1914942528735633,-78.2849624,-110.29230011,49.74438845,177.77373929
1.1998850574712643,-0.26707673,-154.30238946,-34.27487305,214.78222352
1.2082758620689655,85.75264337,-177.30766344,-108.2918415,223.78428725
1.2166666666666666,152.7680067,-185.30949787,-168.30559971,208.7808477
1.2250574712643678,203.77970118,-159.30353598,-208.31477185,169.77190486
1.2334482758620688,224.78451655,-113.29298802,-226.31889931,104.75700014
1.24183908045977,226.78497516,-52.27900051,-215.31637697,11.73567491
1.2502298850574711,196.77809606,10.73544561,-174.30697553,-66.28221076
1.2586206896551724,140.76525506,80.75149685,-110.29230011,-137.2984913
1.2670114942528734,66.74828661,138.76479646,-28.27349722,-196.31202021
1.2754022988505747,-14.27028698,183.77511511,61.74714009,-231.32004583
1.2837931034482757,-103.29069499,198.77855466,141.76548437,-227.31912862
1.292183908045977,-170.30605832,196.77809606,212.78176491,-202.31339603
1.3005747126436782,-219.31729419,161.77007043,256.79185426,-141.29940852
1.3089655172413792,-237.32142165,104.75700014,265.793918,-75.28427449
1.3173563218390805,-236.32119235,34.74094889,244.78910262,14.73636282
1.3257471264367815,-191.31087369,-40.27624887,192.77717884,101.75631223
1.3341379310344827,-121.29482245,-105.29115359,111.75860526,179.7741979
1.3425287356321838,-41.27647817,-169.30582901,12.73590422,230.78589237
1.350919540229885,54.74553496,-205.31408394,-81.28565031,263.79345939
1.359310344827586,124.76158621,-222.3179821,-166.3051411,255.79162496
1.3677011494252873,206.78038909,-205.31408394,-232.32027513,215.78245282
1.3760919540229883,261.79300078,-164.3046825,-269.32875936,165.77098765
1.3844827586206896,276.79644033,-104.29092429,-276.33036449,89.75356058
1.3928735632183906,260.79277148,-32.27441444,-250.3244026,2.73361118
1.4012643678160919,215.78245282,34.74094889,-190.31064439,-80.28542101
1.4096551724137931,149.76731879,101.75631223,-104.29092429,-150.30147225
1.4180459770114942,69.74897452,163.77052904,-14.27028698,-200.31293742
1.4264367816091954,-12.26982837,194.77763745,75.75035034,-228.31935792
1.4348275862068964,-100.29000707,205.78015979,154.76846531,-219.31729419
1.4432183908045977,-157.30307737,183.77511511,210.78130631,-188.31018578
1.4516091954022987,-201.31316673,146.76663088,237.7874975,-115.29344663
1.46,-216.31660628,89.75356058,238.7877268,-45.27739538
1.468390804597701,-194.3115616,15.73659213,208.7808477,20.73773865
1.4767816091954022,-153.30216016,-39.27601956,152.7680067,101.75631223
1.4851724137931033,-94.28863125,-100.29000707,81.75172616,165.77098765
1.4935632183908045,-11.26959907,-149.30124295,0.73315258,203.77970118
