s,ch1,ch2,ch3,ch4
0.0,12.68082209,44.6881598,14.6812807,-21.32697423
0.008390804597701149,5.67921697,42.68770119,24.68357373,-33.32972587
0.016781609195402298,-4.32307607,49.68930632,37.68655468,-53.33431194
0.02517241379310345,-14.3253691,55.69068214,52.68999423,-54.33454124
0.033563218390804596,-23.32743284,60.69182866,58.69137005,-66.33729288
0.04195402298850574,-32.32949657,56.69091144,61.69205796,-45.33247751
0.0503448275862069,-38.33087239,52.68999423,63.69251657,-59.33568776
0.058735632183908044,-46.33270681,47.68884771,63.69251657,-30.32903796
0.06712643678160919,-48.33316542,34.68586677,58.69137005,-7.32376398
0.07551724137931035,-43.3320189,20.68265652,48.68907701,1.67829975
0.08390804597701149,-33.32972587,4.67898766,35.68609607,17.68196861
0.09229885057471264,-18.32628632,-11.32468119,18.68219791,34.68586677
0.1006896551724138,-3.32284677,-26.32812075,3.67875836,30.68494955
0.10908045977011493,8.67990488,-35.33018448,-10.32445189,49.68930632
0.11747126436781609,21.68288582,-36.33041378,-21.32697423,-29.32880866
0.12586206896551724,28.68449095,-37.33064308,-29.32880866,33.68563746
0.13425287356321838,38.68678398,-30.32903796,-31.32926726,15.68151
0.14264367816091952,39.68701328,-20.32674492,-29.32880866,5.67921697
0.1510344827586207,34.68586677,-7.32376398,-25.32789144,-1.32238816
0.15942528735632183,25.68380304,3.67875836,-14.3253691,-10.32445189
0.16781609195402297,17.68196861,13.68105139,-4.32307607,-23.32743284
0.17620689655172414,8.67990488,24.68357373,5.67921697,-28.32857935
0.18459770114942528,-3.32284677,28.68449095,9.68013418,-27.32835005
0.19298850574712642,-10.32445189,27.68426164,17.68196861,-17.32605701
0.2013793103448276,-12.3249105,26.68403234,22.68311512,-12.3249105
0.20977011494252873,-17.32605701,21.68288582,22.68311512,-7.32376398
0.21816091954022987,-15.32559841,16.6817393,21.68288582,-0.32215886
0.226551724137931,-12.3249105,9.68013418,16.6817393,2.67852906
0.23494252873563218,-11.32468119,2.67852906,12.68082209,10.68036348
0.24333333333333332,-5.32330537,-3.32284677,8.67990488,13.68105139
0.2517241379310345,-0.32215886,-6.32353468,2.67852906,13.68105139
0.2601149425287356,2.67852906,-8.32399328,0.67807045,16.6817393
0.26850574712643677,4.67898766,-10.32445189,-1.32238816,9.68013418
0.2768965517241379,5.67921697,-8.32399328,-1.32238816,10.68036348
0.28528735632183905,4.67898766,-5.32330537,-3.32284677,6.67944627
0.2936781609195402,4.67898766,-4.32307607,-3.32284677,7.67967557
0.3020689655172414,6.67944627,-2.32261746,-4.32307607,5.67921697
0.3104597701149425,5.67921697,-1.32238816,-3.32284677,3.67875836
0.31885057471264366,6.67944627,-1.32238816,-6.32353468,4.67898766
0.3272413793103448,8.67990488,-2.32261746,-6.32353468,4.67898766
0.33563218390804594,9.68013418,-2.32261746,-8.32399328,3.67875836
0.3440229885057471,6.67944627,-2.32261746,-9.32422259,3.67875836
0.3524137931034483,7.67967557,-1.32238816,-11.32468119,-0.32215886
0.3608045977011494,9.68013418,-0.32215886,-10.32445189,-2.32261746
0.36919540229885056,10.68036348,4.67898766,-7.32376398,-5.32330537
0.3775862068965517,7.67967557,7.67967557,-2.32261746,-13.3251398
0.38597701149425284,1.67829975,10.68036348,1.67829975,-19.32651562
0.394367816091954,-2.32261746,12.68082209,10.68036348,-18.32628632
0.4027586206896552,-9.32422259,14.6812807,16.6817393,-15.32559841
0.4111494252873563,-14.3253691,15.68151,21.68288582,-17.32605701
0.41954022988505746,-21.32697423,14.6812807,23.68334443,-9.32422259
0.4279310344827586,-21.32697423,11.68059279,25.68380304,-9.32422259
0.43632183908045974,-21.32697423,6.67944627,21.68288582,3.67875836
0.4447126436781609,-21.32697423,-0.32215886,16.6817393,11.68059279
0.453103448275862,-15.32559841,-10.32445189,7.67967557,21.68288582
0.4614942528735632,-4.32307607,-19.32651562,-3.32284677,23.68334443
0.46988505747126436,6.67944627,-26.32812075,-15.32559841,27.68426164
0.4782758620689655,16.6817393,-28.32857935,-23.32743284,29.68472025
0.48666666666666664,29.68472025,-32.32949657,-33.32972587,16.6817393
0.4950574712643678,36.68632537,-27.32835005,-38.33087239,15.68151
0.503448275862069,36.68632537,-18.32628632,-40.33133099,6.67944627
0.5118390804597701,33.68563746,-7.32376398,-34.32995517,-7.32376398
0.5202298850574713,29.68472025,4.67898766,-25.32789144,-18.32628632
0.5286206896551724,15.68151,16.6817393,-12.3249105,-28.328579355000002
0.5370114942528735,2.67852906,31.68517886,7.67967557,-38.33087239
0.5454022988505747,-15.32559841,38.68678398,21.68288582,-48.33316542
0.5537931034482758,-26.32812075,42.68770119,36.68632537,-39.33110169
0.562183908045977,-39.33110169,41.68747189,46.68861841,-30.32903796
0.5705747126436781,-51.33385333,32.68540816,51.68976493,-12.3249105
0.5789655172413792,-53.33431194,23.68334443,51.68976493,-3.32284677
0.5873563218390804,-49.33339473,5.67921697,44.6881598,12.68082209
0.5957471264367816,-33.32972587,-13.3251398,29.68472025,23.68334443
0.6041379310344828,-22.32720353,-30.32903796,10.68036348,43.6879305
0.6125287356321839,1.67829975,-40.33133099,-13.3251398,52.68999423
0.620919540229885,19.68242721,-53.33431194,-38.33087239,51.689764925000006
0.6293103448275862,43.6879305,-55.33477055,-59.33568776,50.68953562
0.6377011494252873,57.69114075,-58.33545846,-71.3384394,27.68426164
0.6460919540229885,66.69320448,-44.33224821,-76.33958592,16.6817393
0.6544827586206896,62.69228726,-25.32789144,-72.33866871,-2.32261746
0.6628735632183907,59.69159935,-4.32307607,-57.33522915,-26.32812075
0.6712643678160919,40.68724259,16.6817393,-36.33041378,46.68861841
0.679655172413793,14.6812807,42.68770119,-6.32353468,-67.33752219
0.6880459770114942,-10.32445189,58.69137005,22.68311512,-74.33912731
0.6964367816091953,-36.33041378,70.69412169,53.69022353,-70.3382101
0.7048275862068966,-58.33545846,68.69366308,75.69526821,-58.33545846
0.7132183908045977,-80.34050313,60.69182866,87.69801985,-33.32972587
0.7216091954022988,-89.34256686,43.6879305,89.69847846,-12.3249105
0.73,-83.34119104,19.68242721,80.69641473,3.67875836
0.7383908045977011,-68.33775149,-7.32376398,57.69114075,36.68632537
0.7467816091954023,-42.3317896,-35.33018448,30.68494955,62.69228726
0.7551724137931034,-17.32605701,-60.33591706,-5.32330537,77.69572682
0.7635632183908045,18.68219791,-80.34050313,-42.3317896,85.69756124
0.7719540229885057,51.68976493,-85.34164965,-75.33935662,78.69595612
0.7803448275862068,82.69687333,-81.34073244,-98.3446306,58.69137005
0.788735632183908,96.70008358,-71.3384394,-111.34761154,46.68861841
0.7971264367816091,103.70168871,-45.33247751,-111.34761154,15.68151
0.8055172413793104,95.69985428,-14.3253691,-96.34417199,-16.32582771
0.8139080459770115,73.6948096,16.6817393,-69.33798079,-56.33499985
0.8222988505747126,45.6883891,47.68884771,-31.32926726,-77.33981522
0.8306896551724138,5.67921697,76.69549751,8.67990488,-99.3448599
0.8390804597701149,-33.32972587,91.69893706,52.68999423,-103.34577711
0.8474712643678161,-69.33798079,94.69962497,86.69779055,-97.34440129
0.8558620689655172,-100.3450892,88.69824915,111.70352313,-78.34004453
0.8642528735632183,-113.34807015,67.69343378,121.70581617,-50.33362403
0.8726436781609195,-120.34967527,33.68563746,116.70466965,-7.32376398
0.8810344827586206,-102.34554781,2.67852906,94.69962497,22.68311512
0.8894252873563218,-75.33935662,-30.32903796,61.69205796,64.69274587
0.8978160919540229,-41.3315603,-65.33706358,16.6817393,85.69756124
0.906206896551724,2.67852906,-91.34302547,-35.33018448,105.70214731
0.9145977011494253,50.68953562,-105.34623572,-73.33889801,108.70283522
0.9229885057471264,88.69824915,-108.34692363,-112.34784084,89.69847846
0.9313793103448276,115.70444035,-97.34440129,-133.35265622,74.69503891
0.9397701149425287,130.7078799,-70.3382101,-140.35426134,28.68449095
0.9481609195402299,130.7078799,-31.32926726,-128.3515097,-2.32261746
0.956551724137931,106.70237662,5.67921697,-99.3448599,-46.33270681
0.9649425287356321,73.6948096,44.6881598,-58.33545846,-74.33912731
0.9733333333333333,25.68380304,81.69664403,-3.32284677,-103.34577711
0.9817241379310344,-27.32835005,104.70191801,46.68861841,-125.35082179
0.9901149425287356,-75.33935662,118.70512826,93.69939567,-128.3515097
0.9985057471264367,-113.34807015,113.70398174,129.7076506,-105.34623572
1.006896551724138,-141.35449064,90.69870776,148.71200736,-77.33981522
1.015287356321839,-151.35678368,58.69137005,151.71269527,-16.32582771
1.0236781609195402,-146.35563716,17.68196861,133.70856781,14.6812807
1.0320689655172413,-111.34761154,-25.32789144,98.70054219,64.69274587
1.0404597701149425,-71.3384394,-67.33752219,44.6881598,95.69985428
1.0488505747126435,-19.32651562,-100.3450892,-13.3251398,119.70535756
1.0572413793103448,37.68655468,-123.35036318,-71.3384394,134.70879711
1.0656321839080458,96.70008358,-133.35265622,-122.35013388,123.70627478
1.074022988505747,135.70902642,-121.34990458,-153.35724229,105.70214731
1.0824137931034483,157.71407109,-95.34394269,-173.36182836,63.69251657
1.0908045977011493,162.71521761,-51.33385333,-170.36114045,4.67898766
1.0991954022988506,143.71086084,-4.32307607,-141.35449064,-40.33133099
1.1075862068965516,109.70306453,43.6879305,-100.3450892,-85.34164965
1.1159770114942529,57.69114075,85.69756124,-39.33110169,-126.35105109
1.124367816091954,-3.32284677,118.70512826,26.68403234,-154.35747159
1.1327586206896552,-65.33706358,138.70971433,87.69801985,-167.36045254
1.1411494252873562,-117.34898736,142.71063154,137.70948502,-156.3579302
1.1495402298850574,-163.35953532,124.70650408,172.71751065,-113.34807015
1.1579310344827585,-186.3648093,85.69756124,185.72049159,-77.33981522
1.1663218390804597,-183.36412139,38.68678398,175.71819856,-5.32330537
1.1747126436781608,-158.3583888,-14.3253691,141.71040224,62.69228726
1.183103448275862,-115.34852875,-68.33775149,85.69756124,113.70398174
1.1914942528735633,-53.33431194,-111.34761154,18.68219791,165.71590552
1.1998850574712643,15.68151,-143.35494925,-57.33522915,191.72186741
1.2082758620689655,84.69733194,-161.35907671,-120.34967527,189.7214088
1.2166666666666666,143.71086084,-158.3583888,-167.36045254,168.71659343
1.2250574712643678,181.71957438,-133.35265622,-196.36710234,112.70375244
1.2334482758620688,193.72232602,-81.34073244,-206.36939537,58.69137005
1.24183908045977,188.7211795,-24.32766214,-187.3650386,-3.32284677
1.2502298850574711,153.71315388,23.68334443,-143.35494925,-82.34096174
1.2586206896551724,99.70077149,77.69572682,-84.34142035,-146.35563716
1.2670114942528734,27.68426164,119.70535756,-12.3249105,-185.36458
1.2754022988505747,-43.3320189,148.71200736,66.69320448,-207.36962467
1.2837931034482757,-111.34761154,161.71498831,135.70902642,-204.36893676
1.292183908045977,-171.36136975,147.71177806,189.7214088,-176.36251627
1.3005747126436782,-205.36916607,110.70329383,218.72805861,-110.34738224
1.3089655172413792,-218.37214701,62.69228726,220.72851721,-44.33224821
1.3173563218390805,-201.36824885,7.67967557,192.72209672,21.68288582
1.3257471264367815,-158.3583888,-57.33522915,140.71017293,97.70031289
1.3341379310344827,-93.34348408,-108.34692363,63.69251657,164.71567622
1.3425287356321838,-16.32582771,-151.35678368,-21.32697423,196.72301393
1.350919540229885,63.69251657,-174.36205766,-105.34623572,210.72622418
1.359310344827586,127.70719199,-177.36274557,-173.36182836,205.72507766
1.3677011494252873,187.7209502,-158.3583888,-226.37398144,171.71728134
1.3760919540229883,218.72805861,-108.34692363,-251.37971403,94.69962497
1.3844827586206896,217.7278293,-46.33270681,-242.3776503,14.6812807
1.3928735632183906,197.72324323,13.68105139,-208.36985398,-56.33499985
1.4012643678160919,143.71086084,75.69526821,-139.35403204,-133.35265622
1.4096551724137931,75.69526821,121.70581617,-54.33454124,-190.36572652
1.4180459770114942,-9.32422259,161.71498831,26.68403234,-228.37444005
1.4264367816091954,-92.34325477,185.72049159,108.70283522,-236.37627447
1.4348275862068964,-161.35907671,184.72026229,179.71911577,-222.37306423
1.4432183908045977,-206.36939537,156.71384179,225.72966373,-175.36228696
1.4516091954022987,-234.37581587,107.70260592,241.73333259,-105.34623572
1.46,-226.37398144,50.68953562,232.73126885,-25.32789144
1.468390804597701,-197.36733164,-10.32445189,189.7214088,52.68999423
1.4767816091954022,-143.35494925,-70.3382101,128.70742129,115.70444035
1.4851724137931033,-80.34050313,-108.34692363,51.68976493,174.71796925
1.4935632183908045,-3.32284677,-147.35586647,-29.32880866,204.72484836
1.5019540229885056,76.69549751,-168.36068184,-107.34669433,210.72622418
1.5103448275862068,133.70856781,-161.35907671,-164.35976462,183.72003298
1.518735632183908,175.71819856,-139.35403204,-201.36824885,136.70925572
1.527126436781609,194.72255532,-86.34187895,-212.37077119,82.69687333
1.5355172413793103,186.72072089,-28.32857935,-195.36687303,11.68059279
1.5439080459770114,159.7145297,19.68242721,-154.35747159,-78.34004453
1.5522988505747126,99.70077149,74.69503891,-94.34371338,-134.35288552
1.5606896551724136,41.68747189,120.70558686,-26.32812075,-179.36320418
1.569080459770115,-24.32766214,146.71154876,47.68884771,-198.36756094
1.577471264367816,-92.34325477,152.71292458,108.70283522,-192.36618512
1.5858620689655172,-144.35517856,144.71109015,156.71384179,-167.36045254
1.5942528735632182,-181.36366278,106.70237662,183.72003298,-123.35036318
1.6026436781609195,-188.36526791,62.69228726,187.7209502,-69.33798079
1.6110344827586207,-173.36182836,13.68105139,164.71567622,10.68036348
1.6194252873563217,-137.35357343,-42.3317896,123.70627478,76.69549751
1.627816091954023,-93.34348408,-89.34256686,64.69274587,122.70604547
1.636206896551724,-30.32903796,-122.35013388,3.67875836,166.71613482
1.6445977011494253,28.68449095,-154.35747159,-60.33591706,178.71888647
1.6529885057471263,94.69962497,-149.35632507,-116.34875806,164.71567622
1.6613793103448276,138.70971433,-130.35196831,-157.3581595,140.71017293
1.6697701149425286,157.71407109,-95.34394269,-178.36297487,88.69824915
1.6781609195402298,164.71567622,-46.33270681,-175.36228696,30.68494955
1.6865517241379309,145.71131945,-2.32261746,-152.35701298,-29.32880866
1.6949425287356321,110.70329383,45.6883891,-108.34692363,-88.34233756
1.7033333333333331,64.69274587,85.69756124,-51.33385333,-132.35242691
1.7117241379310344,2.67852906,108.70283522,6.67944627,-165.35999393
1.7201149425287356,-57.33522915,125.70673338,63.69251657,-167.36045254
1.7285057471264367,-105.34623572,121.70581617,113.70398174,-162.35930602
1.736896551724138,-142.35471995,101.7012301,147.71177806,-118.34921666
1.745287356321839,-165.35999393,67.69343378,160.714759,-76.33958592
1.7536781609195402,-163.35953532,25.68380304,153.71315388,-15.32559841
1.7620689655172412,-139.35403204,-18.32628632,126.70696269,34.68586677
1.7704597701149425,-98.3446306,-61.33614637,83.69710264,82.69687333
1.7788505747126435,-50.33362403,-93.34348408,30.68494955,112.70375244
1.7872413793103448,0.67807045,-116.34875806,-24.32766214,141.71040224
