num. of data,6.000000E+6,Distance (m),Time 1
      ,      ,7.995186,-0.03655138
      ,      ,8.005199,2.96413653
      ,      ,8.015212,4.96459514
      ,      ,8.025225,4.96459514
      ,      ,8.035237,1.96390723
      ,      ,8.045250,3.96436583
      ,      ,8.055263,2.96413653
      ,      ,8.065276,3.96436583
      ,      ,8.075288,3.96436583
      ,      ,8.085301,1.96390723
      ,      ,8.095314,3.96436583
      ,      ,8.105327,3.96436583
      ,      ,8.115339,1.96390723
      ,      ,8.125352,3.96436583
      ,      ,8.135365,3.96436583
      ,      ,8.145378,1.96390723
      ,      ,8.155390,3.96436583
      ,      ,8.165403,2.96413653
      ,      ,8.175416,5.96482444
      ,      ,8.185429,4.96459514
      ,      ,8.195441,3.96436583
      ,      ,8.205454,5.96482444
      ,      ,8.215467,5.96482444
      ,      ,8.225480,3.96436583
      ,      ,8.235493,5.96482444
      ,      ,8.245505,4.96459514
      ,      ,8.255518,5.96482444
      ,      ,8.265531,3.96436583
      ,      ,8.275544,3.96436583
      ,      ,8.285556,2.96413653
      ,      ,8.295569,5.96482444
      ,      ,8.305582,5.96482444
      ,      ,8.315595,4.96459514
      ,      ,8.325607,2.96413653
      ,      ,8.335620,3.96436583
      ,      ,8.345633,3.96436583
      ,      ,8.355646,2.96413653
      ,      ,8.365658,1.96390723
      ,      ,8.375671,0.96367792
      ,      ,8.385684,0.96367792
      ,      ,8.395697,0.96367792
      ,      ,8.405709,1.96390723
      ,      ,8.415722,1.96390723
      ,      ,8.425735,1.96390723
      ,      ,8.435748,1.96390723
      ,      ,8.445760,1.96390723
      ,      ,8.455773,1.96390723
      ,      ,8.465786,0.96367792
      ,      ,8.475799,0.96367792
      ,      ,8.485811,2.96413653
      ,      ,8.495824,4.96459514
      ,      ,8.505837,2.96413653
      ,      ,8.515850,2.96413653
      ,      ,8.525862,2.96413653
      ,      ,8.535875,3.96436583
      ,      ,8.545888,3.96436583
      ,      ,8.555901,3.96436583
      ,      ,8.565913,3.96436583
      ,      ,8.575926,3.96436583
      ,      ,8.585939,3.96436583
      ,      ,8.595952,4.96459514
      ,      ,8.605965,3.96436583
      ,      ,8.615977,2.96413653
      ,      ,8.625990,3.96436583
      ,      ,8.636003,3.96436583
      ,      ,8.646016,2.96413653
      ,      ,8.656028,2.96413653
      ,      ,8.666041,2.96413653
      ,      ,8.676054,2.96413653
      ,      ,8.686067,2.96413653
      ,      ,8.696079,1.96390723
      ,      ,8.706092,2.96413653
      ,      ,8.716105,2.96413653
      ,      ,8.726118,1.96390723
      ,      ,8.736130,1.96390723
      ,      ,8.746143,-0.03655138
      ,      ,8.756156,0.96367792
      ,      ,8.766169,1.96390723
      ,      ,8.776181,3.96436583
      ,      ,8.786194,2.96413653
      ,      ,8.796207,2.96413653
      ,      ,8.806220,1.96390723
      ,      ,8.816232,1.96390723
      ,      ,8.826245,1.96390723
      ,      ,8.836258,1.96390723
      ,      ,8.846271,2.96413653
      ,      ,8.856283,2.96413653
      ,      ,8.866296,1.96390723
      ,      ,8.876309,2.96413653
      ,      ,8.886322,1.96390723
      ,      ,8.896334,1.96390723
      ,      ,8.906347,2.96413653
      ,      ,8.916360,2.96413653
      ,      ,8.926373,4.96459514
      ,      ,8.936385,2.96413653
      ,      ,8.946398,3.96436583
      ,      ,8.956411,1.96390723
      ,      ,8.966424,2.96413653
      ,      ,8.976437,1.96390723
      ,      ,8.986449,2.96413653
      ,      ,8.996462,0.96367792
      ,      ,9.006475,-1.03678068
      ,      ,9.016488,-0.03655138
      ,      ,9.026500,-0.03655138
      ,      ,9.036513,-2.03700999
      ,      ,9.046526,-1.03678068
      ,      ,9.056539,-4.03746859
      ,      ,9.066551,-3.03723929
      ,      ,9.076564,-6.03792720
      ,      ,9.086577,-3.03723929
      ,      ,9.096590,-5.03769790
      ,      ,9.106602,-6.03792720
      ,      ,9.116615,-6.03792720
      ,      ,9.126628,-6.03792720
      ,      ,9.136641,-4.03746859
      ,      ,9.146653,-6.03792720
      ,      ,9.156666,-7.03815650
      ,      ,9.166679,-5.03769790
      ,      ,9.176692,-5.03769790
      ,      ,9.186704,-6.03792720
      ,      ,9.196717,-5.03769790
      ,      ,9.206730,-6.03792720
      ,      ,9.216743,-3.03723929
      ,      ,9.226755,-3.03723929
      ,      ,9.236768,-3.03723929
      ,      ,9.246781,-2.03700999
      ,      ,9.256794,-5.03769790
      ,      ,9.266806,-3.03723929
      ,      ,9.276819,-3.03723929
      ,      ,9.286832,-4.03746859
      ,      ,9.296845,-4.03746859
      ,      ,9.306857,-5.03769790
      ,      ,9.316870,-3.03723929
      ,      ,9.326883,-5.03769790
      ,      ,9.336896,-6.03792720
      ,      ,9.346909,-4.03746859
      ,      ,9.356921,-4.03746859
      ,      ,9.366934,-3.03723929
      ,      ,9.376947,-2.03700999
      ,      ,9.386960,-4.03746859
      ,      ,9.396972,-3.03723929
      ,      ,9.406985,-2.03700999
      ,      ,9.416998,-4.03746859
      ,      ,9.427011,-2.03700999
      ,      ,9.437023,-4.03746859
      ,      ,9.447036,-4.03746859
      ,      ,9.457049,-3.03723929
      ,      ,9.467062,-2.03700999
      ,      ,9.477074,-3.03723929
      ,      ,9.487087,-3.03723929
      ,      ,9.497100,-4.03746859
      ,      ,9.507113,-3.03723929
      ,      ,9.517125,-5.03769790
      ,      ,9.527138,-7.03815650
      ,      ,9.537151,-8.03838581
      ,      ,9.547164,-7.03815650
      ,      ,9.557176,-7.03815650
      ,      ,9.567189,-10.03884441
      ,      ,9.577202,-9.03861511
      ,      ,9.587215,-9.03861511
      ,      ,9.597227,-9.03861511
      ,      ,9.607240,-9.03861511
      ,      ,9.617253,-12.03930302
      ,      ,9.627266,-8.03838581
      ,      ,9.637278,-12.03930302
      ,      ,9.647291,-9.03861511
      ,      ,9.657304,-9.03861511
      ,      ,9.667317,-7.03815650
      ,      ,9.677330,-7.03815650
      ,      ,9.687342,-5.03769790
      ,      ,9.697355,-7.03815650
      ,      ,9.707368,-7.03815650
      ,      ,9.717381,-4.03746859
      ,      ,9.727393,-9.03861511
      ,      ,9.737406,-9.03861511
      ,      ,9.747419,-8.03838581
      ,      ,9.757432,-9.03861511
      ,      ,9.767444,-8.03838581
      ,      ,9.777457,-6.03792720
      ,      ,9.787470,-9.03861511
      ,      ,9.797483,-6.03792720
      ,      ,9.807495,-6.03792720
      ,      ,9.817508,-5.03769790
      ,      ,9.827521,-7.03815650
      ,      ,9.837534,-6.03792720
      ,      ,9.847546,-6.03792720
      ,      ,9.857559,-6.03792720
      ,      ,9.867572,-4.03746859
      ,      ,9.877585,-5.03769790
      ,      ,9.887597,-6.03792720
      ,      ,9.897610,-6.03792720
      ,      ,9.907623,-4.03746859
      ,      ,9.917636,-4.03746859
      ,      ,9.927648,-6.03792720
      ,      ,9.937661,-5.03769790
      ,      ,9.947674,-4.03746859
      ,      ,9.957687,-5.03769790
      ,      ,9.967699,-3.03723929
      ,      ,9.977712,-3.03723929
      ,      ,9.987725,-6.03792720
      ,      ,9.997738,-8.03838581
      ,      ,10.007750,-8.03838581
      ,      ,10.017763,-9.03861511
      ,      ,10.027776,-9.03861511
      ,      ,10.037789,-8.03838581
      ,      ,10.047802,-9.03861511
      ,      ,10.057814,-11.03907372
      ,      ,10.067827,-12.03930302
      ,      ,10.077840,-11.03907372
      ,      ,10.087853,-11.03907372
      ,      ,10.097865,-6.03792720
      ,      ,10.107878,-0.03655138
      ,      ,10.117891,2.96413653
      ,      ,10.127904,23.96895190
      ,      ,10.137916,29.97032772
      ,      ,10.147929,35.97170355
      ,      ,10.157942,35.97170355
      ,      ,10.167955,37.97216215
      ,      ,10.177967,32.97101564
      ,      ,10.187980,32.97101564
      ,      ,10.197993,34.97147424
      ,      ,10.208006,33.97124494
      ,      ,10.218018,36.97193285
      ,      ,10.228031,32.97101564
      ,      ,10.238044,33.97124494
      ,      ,10.248057,34.97147424
      ,      ,10.258069,33.97124494
      ,      ,10.268082,34.97147424
      ,      ,10.278095,33.97124494
      ,      ,10.288108,32.97101564
      ,      ,10.298120,31.97078633
      ,      ,10.308133,30.97055703
      ,      ,10.318146,28.97009842
      ,      ,10.328159,28.97009842
      ,      ,10.338171,28.97009842
      ,      ,10.348184,28.97009842
      ,      ,10.358197,25.96941051
      ,      ,10.368210,27.96986912
      ,      ,10.378222,27.96986912
      ,      ,10.388235,24.96918121
      ,      ,10.398248,24.96918121
      ,      ,10.408261,26.96963981
      ,      ,10.418274,24.96918121
      ,      ,10.428286,25.96941051
      ,      ,10.438299,26.96963981
      ,      ,10.448312,26.96963981
      ,      ,10.458325,24.96918121
      ,      ,10.468337,25.96941051
      ,      ,10.478350,23.96895190
      ,      ,10.488363,19.96803469
      ,      ,10.498376,18.96780539
      ,      ,10.508388,17.96757608
      ,      ,10.518401,16.96734678
      ,      ,10.528414,16.96734678
      ,      ,10.538427,13.96665887
      ,      ,10.548439,16.96734678
      ,      ,10.558452,16.96734678
      ,      ,10.568465,13.96665887
      ,      ,10.578478,18.96780539
      ,      ,10.588490,18.96780539
      ,      ,10.598503,15.96711748
      ,      ,10.608516,15.96711748
      ,      ,10.618529,13.96665887
      ,      ,10.628541,13.96665887
      ,      ,10.638554,11.96620026
      ,      ,10.648567,10.96597096
      ,      ,10.658580,9.96574166
      ,      ,10.668592,8.96551235
      ,      ,10.678605,8.96551235
      ,      ,10.688618,7.96528305
      ,      ,10.698631,4.96459514
      ,      ,10.708643,7.96528305
      ,      ,10.718656,10.96597096
      ,      ,10.728669,14.96688817
      ,      ,10.738682,14.96688817
      ,      ,10.748694,17.96757608
      ,      ,10.758707,16.96734678
      ,      ,10.768720,16.96734678
      ,      ,10.778733,13.96665887
      ,      ,10.788746,8.96551235
      ,      ,10.798758,5.96482444
      ,      ,10.808771,-0.03655138
      ,      ,10.818784,-3.03723929
      ,      ,10.828797,2.96413653
      ,      ,10.838809,6.96505374
      ,      ,10.848822,9.96574166
      ,      ,10.858835,9.96574166
      ,      ,10.868848,10.96597096
      ,      ,10.878860,9.96574166
      ,      ,10.888873,8.96551235
      ,      ,10.898886,9.96574166
      ,      ,10.908899,8.96551235
      ,      ,10.918911,6.96505374
      ,      ,10.928924,5.96482444
      ,      ,10.938937,7.96528305
      ,      ,10.948950,6.96505374
      ,      ,10.958962,9.96574166
      ,      ,10.968975,11.96620026
      ,      ,10.978988,12.96642957
      ,      ,10.989001,12.96642957
      ,      ,10.999013,10.96597096
      ,      ,11.009026,8.96551235
      ,      ,11.019039,7.96528305
      ,      ,11.029052,7.96528305
      ,      ,11.039064,6.96505374
      ,      ,11.049077,7.96528305
      ,      ,11.059090,6.96505374
      ,      ,11.069103,8.96551235
      ,      ,11.079115,10.96597096
      ,      ,11.089128,13.96665887
      ,      ,11.099141,16.96734678
      ,      ,11.109154,18.96780539
      ,      ,11.119166,21.96849330
      ,      ,11.129179,19.96803469
      ,      ,11.139192,18.96780539
      ,      ,11.149205,17.96757608
      ,      ,11.159218,15.96711748
      ,      ,11.169230,15.96711748
      ,      ,11.179243,15.96711748
      ,      ,11.189256,19.96803469
      ,      ,11.199269,15.96711748
      ,      ,11.209281,11.96620026
      ,      ,11.219294,15.96711748
      ,      ,11.229307,16.96734678
      ,      ,11.239320,16.96734678
      ,      ,11.249332,15.96711748
      ,      ,11.259345,8.96551235
      ,      ,11.269358,7.96528305
      ,      ,11.279371,14.96688817
      ,      ,11.289383,15.96711748
      ,      ,11.299396,12.96642957
      ,      ,11.309409,11.96620026
      ,      ,11.319422,11.96620026
      ,      ,11.329434,11.96620026
      ,      ,11.339447,8.96551235
      ,      ,11.349460,6.96505374
      ,      ,11.359473,3.96436583
      ,      ,11.369485,1.96390723
      ,      ,11.379498,-1.03678068
      ,      ,11.389511,0.96367792
      ,      ,11.399524,4.96459514
      ,      ,11.409536,5.96482444
      ,      ,11.419549,3.96436583
      ,      ,11.429562,-3.03723929
      ,      ,11.439575,-4.03746859
      ,      ,11.449587,-4.03746859
      ,      ,11.459600,-3.03723929
      ,      ,11.469613,1.96390723
      ,      ,11.479626,3.96436583
      ,      ,11.489638,4.96459514
      ,      ,11.499651,6.96505374
      ,      ,11.509664,9.96574166
      ,      ,11.519677,11.96620026
      ,      ,11.529690,11.96620026
      ,      ,11.539702,10.96597096
      ,      ,11.549715,11.96620026
      ,      ,11.559728,9.96574166
      ,      ,11.569741,8.96551235
      ,      ,11.579753,6.96505374
      ,      ,11.589766,5.96482444
      ,      ,11.599779,5.96482444
      ,      ,11.609792,4.96459514
      ,      ,11.619804,2.96413653
      ,      ,11.629817,5.96482444
      ,      ,11.639830,7.96528305
      ,      ,11.649843,7.96528305
      ,      ,11.659855,5.96482444
      ,      ,11.669868,5.96482444
      ,      ,11.679881,6.96505374
      ,      ,11.689894,5.96482444
      ,      ,11.699906,5.96482444
      ,      ,11.709919,5.96482444
      ,      ,11.719932,4.96459514
      ,      ,11.729945,3.96436583
      ,      ,11.739957,3.96436583
      ,      ,11.749970,3.96436583
      ,      ,11.759983,1.96390723
      ,      ,11.769996,1.96390723
      ,      ,11.780008,0.96367792
      ,      ,11.790021,-2.03700999
      ,      ,11.800034,-0.03655138
      ,      ,11.810047,-3.03723929
      ,      ,11.820059,-1.03678068
      ,      ,11.830072,3.96436583
      ,      ,11.840085,12.96642957
      ,      ,11.850098,15.96711748
      ,      ,11.860110,11.96620026
      ,      ,11.870123,6.96505374
      ,      ,11.880136,5.96482444
      ,      ,11.890149,6.96505374
      ,      ,11.900162,9.96574166
      ,      ,11.910174,7.96528305
      ,      ,11.920187,6.96505374
      ,      ,11.930200,4.96459514
      ,      ,11.940213,0.96367792
      ,      ,11.950225,-0.03655138
      ,      ,11.960238,-2.03700999
      ,      ,11.970251,-2.03700999
      ,      ,11.980264,-5.03769790
      ,      ,11.990276,-3.03723929
      ,      ,12.000289,-0.03655138
      ,      ,12.010302,-0.03655138
      ,      ,12.020315,1.96390723
      ,      ,12.030327,5.96482444
      ,      ,12.040340,5.96482444
      ,      ,12.050353,9.96574166
      ,      ,12.060366,7.96528305
      ,      ,12.070378,8.96551235
      ,      ,12.080391,8.96551235
      ,      ,12.090404,9.96574166
      ,      ,12.100417,9.96574166
      ,      ,12.110429,10.96597096
      ,      ,12.120442,11.96620026
      ,      ,12.130455,13.96665887
      ,      ,12.140468,14.96688817
      ,      ,12.150480,16.96734678
      ,      ,12.160493,16.96734678
      ,      ,12.170506,15.96711748
      ,      ,12.180519,13.96665887
      ,      ,12.190531,11.96620026
      ,      ,12.200544,8.96551235
      ,      ,12.210557,8.96551235
      ,      ,12.220570,9.96574166
      ,      ,12.230583,8.96551235
      ,      ,12.240595,7.96528305
      ,      ,12.250608,5.96482444
      ,      ,12.260621,6.96505374
      ,      ,12.270634,4.96459514
      ,      ,12.280646,5.96482444
      ,      ,12.290659,6.96505374
      ,      ,12.300672,8.96551235
      ,      ,12.310685,10.96597096
      ,      ,12.320697,11.96620026
      ,      ,12.330710,10.96597096
      ,      ,12.340723,10.96597096
      ,      ,12.350736,10.96597096
      ,      ,12.360748,9.96574166
      ,      ,12.370761,10.96597096
      ,      ,12.380774,8.96551235
      ,      ,12.390787,12.96642957
      ,      ,12.400799,12.96642957
      ,      ,12.410812,11.96620026
      ,      ,12.420825,12.96642957
      ,      ,12.430838,13.96665887
      ,      ,12.440850,16.96734678
      ,      ,12.450863,16.96734678
      ,      ,12.460876,17.96757608
      ,      ,12.470889,16.96734678
      ,      ,12.480901,12.96642957
      ,      ,12.490914,11.96620026
      ,      ,12.500927,8.96551235
      ,      ,12.510940,4.96459514
      ,      ,12.520952,4.96459514
      ,      ,12.530965,4.96459514
      ,      ,12.540978,6.96505374
      ,      ,12.550991,5.96482444
      ,      ,12.561003,5.96482444
      ,      ,12.571016,6.96505374
      ,      ,12.581029,6.96505374
      ,      ,12.591042,7.96528305
      ,      ,12.601055,6.96505374
      ,      ,12.611067,7.96528305
      ,      ,12.621080,6.96505374
      ,      ,12.631093,7.96528305
      ,      ,12.641106,7.96528305
      ,      ,12.651118,8.96551235
      ,      ,12.661131,7.96528305
      ,      ,12.671144,10.96597096
      ,      ,12.681157,9.96574166
      ,      ,12.691169,9.96574166
      ,      ,12.701182,12.96642957
      ,      ,12.711195,10.96597096
      ,      ,12.721208,13.96665887
      ,      ,12.731220,13.96665887
      ,      ,12.741233,13.96665887
      ,      ,12.751246,13.96665887
      ,      ,12.761259,10.96597096
      ,      ,12.771271,8.96551235
      ,      ,12.781284,4.96459514
      ,      ,12.791297,5.96482444
      ,      ,12.801310,5.96482444
      ,      ,12.811322,7.96528305
      ,      ,12.821335,8.96551235
      ,      ,12.831348,9.96574166
      ,      ,12.841361,10.96597096
      ,      ,12.851373,10.96597096
      ,      ,12.861386,11.96620026
      ,      ,12.871399,13.96665887
      ,      ,12.881412,10.96597096
      ,      ,12.891424,12.96642957
      ,      ,12.901437,10.96597096
      ,      ,12.911450,14.96688817
      ,      ,12.921463,9.96574166
      ,      ,12.931475,13.96665887
      ,      ,12.941488,15.96711748
      ,      ,12.951501,15.96711748
      ,      ,12.961514,15.96711748
      ,      ,12.971527,15.96711748
      ,      ,12.981539,13.96665887
      ,      ,12.991552,12.96642957
      ,      ,13.001565,12.96642957
      ,      ,13.011578,12.96642957
      ,      ,13.021590,11.96620026
      ,      ,13.031603,10.96597096
      ,      ,13.041616,9.96574166
      ,      ,13.051629,8.96551235
      ,      ,13.061641,7.96528305
      ,      ,13.071654,8.96551235
      ,      ,13.081667,6.96505374
      ,      ,13.091680,5.96482444
      ,      ,13.101692,5.96482444
      ,      ,13.111705,5.96482444
      ,      ,13.121718,6.96505374
      ,      ,13.131731,5.96482444
      ,      ,13.141743,4.96459514
      ,      ,13.151756,4.96459514
      ,      ,13.161769,4.96459514
      ,      ,13.171782,2.96413653
      ,      ,13.181794,1.96390723
      ,      ,13.191807,-0.03655138
      ,      ,13.201820,1.96390723
      ,      ,13.211833,0.96367792
      ,      ,13.221845,-1.03678068
      ,      ,13.231858,2.96413653
      ,      ,13.241871,1.96390723
      ,      ,13.251884,3.96436583
      ,      ,13.261896,4.96459514
      ,      ,13.271909,3.96436583
      ,      ,13.281922,3.96436583
      ,      ,13.291935,4.96459514
      ,      ,13.301947,1.96390723
      ,      ,13.311960,3.96436583
      ,      ,13.321973,3.96436583
      ,      ,13.331986,2.96413653
      ,      ,13.341999,4.96459514
      ,      ,13.352011,6.96505374
      ,      ,13.362024,5.96482444
      ,      ,13.372037,5.96482444
      ,      ,13.382050,7.96528305
      ,      ,13.392062,4.96459514
      ,      ,13.402075,2.96413653
      ,      ,13.412088,2.96413653
      ,      ,13.422101,4.96459514
      ,      ,13.432113,6.96505374
      ,      ,13.442126,11.96620026
      ,      ,13.452139,13.96665887
      ,      ,13.462152,14.96688817
      ,      ,13.472164,12.96642957
      ,      ,13.482177,10.96597096
      ,      ,13.492190,2.96413653
      ,      ,13.502203,1.96390723
      ,      ,13.512215,1.96390723
      ,      ,13.522228,3.96436583
      ,      ,13.532241,2.96413653
      ,      ,13.542254,5.96482444
      ,      ,13.552266,4.96459514
      ,      ,13.562279,3.96436583
      ,      ,13.572292,6.96505374
      ,      ,13.582305,3.96436583
      ,      ,13.592317,6.96505374
      ,      ,13.602330,5.96482444
      ,      ,13.612343,5.96482444
      ,      ,13.622356,3.96436583
      ,      ,13.632368,4.96459514
      ,      ,13.642381,5.96482444
      ,      ,13.652394,4.96459514
      ,      ,13.662407,5.96482444
      ,      ,13.672419,6.96505374
      ,      ,13.682432,4.96459514
      ,      ,13.692445,2.96413653
      ,      ,13.702458,2.96413653
      ,      ,13.712471,1.96390723
      ,      ,13.722483,1.96390723
      ,      ,13.732496,0.96367792
      ,      ,13.742509,0.96367792
      ,      ,13.752522,-0.03655138
      ,      ,13.762534,1.96390723
      ,      ,13.772547,-1.03678068
      ,      ,13.782560,-0.03655138
      ,      ,13.792573,3.96436583
      ,      ,13.802585,2.96413653
      ,      ,13.812598,-0.03655138
      ,      ,13.822611,3.96436583
      ,      ,13.832624,4.96459514
      ,      ,13.842636,4.96459514
      ,      ,13.852649,4.96459514
      ,      ,13.862662,4.96459514
      ,      ,13.872675,5.96482444
      ,      ,13.882687,4.96459514
      ,      ,13.892700,5.96482444
      ,      ,13.902713,4.96459514
      ,      ,13.912726,5.96482444
      ,      ,13.922738,4.96459514
      ,      ,13.932751,2.96413653
      ,      ,13.942764,3.96436583
      ,      ,13.952777,3.96436583
      ,      ,13.962789,2.96413653
      ,      ,13.972802,2.96413653
      ,      ,13.982815,2.96413653
      ,      ,13.992828,0.96367792
      ,      ,14.002840,1.96390723
      ,      ,14.012853,1.96390723
      ,      ,14.022866,1.96390723
      ,      ,14.032879,0.96367792
      ,      ,14.042891,-0.03655138
      ,      ,14.052904,0.96367792
      ,      ,14.062917,2.96413653
      ,      ,14.072930,0.96367792
      ,      ,14.082943,2.96413653
      ,      ,14.092955,1.96390723
      ,      ,14.102968,2.96413653
      ,      ,14.112981,1.96390723
      ,      ,14.122994,3.96436583
      ,      ,14.133006,3.96436583
      ,      ,14.143019,2.96413653
      ,      ,14.153032,1.96390723
      ,      ,14.163045,4.96459514
      ,      ,14.173057,3.96436583
      ,      ,14.183070,3.96436583
      ,      ,14.193083,5.96482444
      ,      ,14.203096,5.96482444
      ,      ,14.213108,5.96482444
      ,      ,14.223121,5.96482444
      ,      ,14.233134,5.96482444
      ,      ,14.243147,6.96505374
      ,      ,14.253159,4.96459514
      ,      ,14.263172,3.96436583
      ,      ,14.273185,5.96482444
      ,      ,14.283198,7.96528305
      ,      ,14.293210,6.96505374
      ,      ,14.303223,5.96482444
      ,      ,14.313236,2.96413653
      ,      ,14.323249,1.96390723
      ,      ,14.333261,1.96390723
      ,      ,14.343274,1.96390723
      ,      ,14.353287,-0.03655138
      ,      ,14.363300,0.96367792
      ,      ,14.373312,-0.03655138
      ,      ,14.383325,-0.03655138
      ,      ,14.393338,0.96367792
      ,      ,14.403351,-0.03655138
      ,      ,14.413363,3.96436583
      ,      ,14.423376,1.96390723
      ,      ,14.433389,1.96390723
      ,      ,14.443402,2.96413653
      ,      ,14.453415,1.96390723
      ,      ,14.463427,2.96413653
      ,      ,14.473440,2.96413653
      ,      ,14.483453,1.96390723
      ,      ,14.493466,2.96413653
      ,      ,14.503478,1.96390723
      ,      ,14.513491,5.96482444
      ,      ,14.523504,4.96459514
      ,      ,14.533517,3.96436583
      ,      ,14.543529,4.96459514
      ,      ,14.553542,4.96459514
      ,      ,14.563555,4.96459514
      ,      ,14.573568,2.96413653
      ,      ,14.583580,1.96390723
      ,      ,14.593593,4.96459514
      ,      ,14.603606,3.96436583
      ,      ,14.613619,3.96436583
      ,      ,14.623631,4.96459514
      ,      ,14.633644,2.96413653
      ,      ,14.643657,3.96436583
      ,      ,14.653670,3.96436583
      ,      ,14.663682,4.96459514
      ,      ,14.673695,4.96459514
      ,      ,14.683708,2.96413653
      ,      ,14.693721,4.96459514
      ,      ,14.703733,7.96528305
      ,      ,14.713746,3.96436583
      ,      ,14.723759,6.96505374
      ,      ,14.733772,5.96482444
      ,      ,14.743784,7.96528305
      ,      ,14.753797,6.96505374
      ,      ,14.763810,8.96551235
      ,      ,14.773823,8.96551235
      ,      ,14.783836,8.96551235
      ,      ,14.793848,9.96574166
      ,      ,14.803861,10.96597096
      ,      ,14.813874,14.96688817
      ,      ,14.823887,14.96688817
      ,      ,14.833899,15.96711748
      ,      ,14.843912,14.96688817
      ,      ,14.853925,15.96711748
      ,      ,14.863938,14.96688817
      ,      ,14.873950,14.96688817
      ,      ,14.883963,14.96688817
      ,      ,14.893976,14.96688817
      ,      ,14.903989,11.96620026
      ,      ,14.914001,11.96620026
      ,      ,14.924014,12.96642957
      ,      ,14.934027,11.96620026
      ,      ,14.944040,10.96597096
      ,      ,14.954052,8.96551235
      ,      ,14.964065,7.96528305
      ,      ,14.974078,7.96528305
      ,      ,14.984091,6.96505374
      ,      ,14.994103,4.96459514
      ,      ,15.004116,5.96482444
      ,      ,15.014129,5.96482444
      ,      ,15.024142,2.96413653
      ,      ,15.034154,4.96459514
      ,      ,15.044167,6.96505374
      ,      ,15.054180,3.96436583
      ,      ,15.064193,4.96459514
      ,      ,15.074205,4.96459514
      ,      ,15.084218,4.96459514
      ,      ,15.094231,6.96505374
      ,      ,15.104244,4.96459514
      ,      ,15.114256,6.96505374
      ,      ,15.124269,4.96459514
      ,      ,15.134282,6.96505374
      ,      ,15.144295,4.96459514
      ,      ,15.154308,5.96482444
      ,      ,15.164320,4.96459514
      ,      ,15.174333,4.96459514
      ,      ,15.184346,7.96528305
      ,      ,15.194359,1.96390723
      ,      ,15.204371,-0.03655138
      ,      ,15.214384,-7.03815650
      ,      ,15.224397,-9.03861511
      ,      ,15.234410,-7.03815650
      ,      ,15.244422,-4.03746859
      ,      ,15.254435,2.96413653
      ,      ,15.264448,13.96665887
      ,      ,15.274461,20.96826399
      ,      ,15.284473,15.96711748
      ,      ,15.294486,10.96597096
      ,      ,15.304499,6.96505374
      ,      ,15.314512,5.96482444
      ,      ,15.324524,4.96459514
      ,      ,15.334537,2.96413653
      ,      ,15.344550,3.96436583
      ,      ,15.354563,4.96459514
      ,      ,15.364575,2.96413653
      ,      ,15.374588,4.96459514
      ,      ,15.384601,5.96482444
      ,      ,15.394614,3.96436583
      ,      ,15.404626,5.96482444
      ,      ,15.414639,3.96436583
      ,      ,15.424652,3.96436583
      ,      ,15.434665,5.96482444
      ,      ,15.444677,5.96482444
      ,      ,15.454690,6.96505374
      ,      ,15.464703,4.96459514
      ,      ,15.474716,8.96551235
      ,      ,15.484728,6.96505374
      ,      ,15.494741,4.96459514
      ,      ,15.504754,7.96528305
      ,      ,15.514767,17.96757608
      ,      ,15.524780,23.96895190
      ,      ,15.534792,27.96986912
      ,      ,15.544805,35.97170355
      ,      ,15.554818,35.97170355
      ,      ,15.564831,41.97307937
      ,      ,15.574843,45.97399658
      ,      ,15.584856,45.97399658
      ,      ,15.594869,42.97330867
      ,      ,15.604882,41.97307937
      ,      ,15.614894,36.97193285
      ,      ,15.624907,29.97032772
      ,      ,15.634920,23.96895190
      ,      ,15.644933,16.96734678
      ,      ,15.654945,11.96620026
      ,      ,15.664958,6.96505374
      ,      ,15.674971,1.96390723
      ,      ,15.684984,-2.03700999
      ,      ,15.694996,3.96436583
      ,      ,15.705009,9.96574166
      ,      ,15.715022,14.96688817
      ,      ,15.725035,21.96849330
      ,      ,15.735047,29.97032772
      ,      ,15.745060,34.97147424
      ,      ,15.755073,43.97353797
      ,      ,15.765086,42.97330867
      ,      ,15.775098,42.97330867
      ,      ,15.785111,38.97239146
      ,      ,15.795124,33.97124494
      ,      ,15.805137,28.97009842
      ,      ,15.815149,18.96780539
      ,      ,15.825162,10.96597096
      ,      ,15.835175,5.96482444
      ,      ,15.845188,0.96367792
      ,      ,15.855200,-0.03655138
      ,      ,15.865213,0.96367792
      ,      ,15.875226,3.96436583
      ,      ,15.885239,8.96551235
      ,      ,15.895252,14.96688817
      ,      ,15.905264,23.96895190
      ,      ,15.915277,29.97032772
      ,      ,15.925290,34.97147424
      ,      ,15.935303,42.97330867
      ,      ,15.945315,41.97307937
      ,      ,15.955328,38.97239146
      ,      ,15.965341,34.97147424
      ,      ,15.975354,29.97032772
      ,      ,15.985366,25.96941051
      ,      ,15.995379,13.96665887
      ,      ,16.005392,4.96459514
      ,      ,16.015405,0.96367792
      ,      ,16.025417,-1.03678068
      ,      ,16.035430,-3.03723929
      ,      ,16.045443,0.96367792
      ,      ,16.055456,4.96459514
      ,      ,16.065468,9.96574166
      ,      ,16.075481,18.96780539
      ,      ,16.085494,23.96895190
      ,      ,16.095507,32.97101564
      ,      ,16.105519,39.97262076
      ,      ,16.115532,40.97285006
      ,      ,16.125545,43.97353797
